commit type,deleted lines count
Multi-lang,1053
Other,4
Multi-lang,4
Multi-lang,85
Other,5
Multi-lang,13
Other,58
Multi-lang,637
Other,0
Multi-lang,408
Multi-lang,350
Multi-lang,329
Multi-lang,239
Multi-lang,305
Multi-lang,72
Multi-lang,338
Other,1
Other,12
Multi-lang,18
Other,32
Other,5
Other,22
Other,3
Other,2
Other,7
Other,4
Other,27
Multi-lang,30
Other,51
Other,15
Other,49
Multi-lang,122
Multi-lang,0
Multi-lang,11
Multi-lang,269
Multi-lang,588
Multi-lang,162
Other,72
Other,1
Multi-lang,559
Other,45
Multi-lang,754
Multi-lang,112
Other,3
Multi-lang,233
Other,5
Multi-lang,14
Other,36
Other,200
Other,103
Other,276
Other,4
Other,0
Other,3
Multi-lang,34
Other,5
Other,173
Multi-lang,27
Multi-lang,134
Other,46
Multi-lang,152
Other,49
Multi-lang,82
Multi-lang,9
Multi-lang,56
Multi-lang,127
Other,9
Multi-lang,69
Multi-lang,16
Other,10
Multi-lang,5
Other,6
Other,2
Other,49
Other,6
Other,15
Other,42
Multi-lang,9
Multi-lang,0
Multi-lang,5
Multi-lang,3
Multi-lang,11
Other,2
Other,3
Multi-lang,25
Other,13
Other,1
Other,3
Other,0
Other,2
Multi-lang,7
Multi-lang,9
Multi-lang,179
Multi-lang,270
Multi-lang,515
Multi-lang,9
Multi-lang,31
Other,11
Multi-lang,214
Multi-lang,128
Multi-lang,768
Multi-lang,50
Multi-lang,14
Other,1
Multi-lang,510
Other,17
Multi-lang,125
Multi-lang,189
Other,21
Other,8
Other,8
Other,1
Other,50
Other,3
Other,28
Multi-lang,74
Multi-lang,92
Multi-lang,289
Multi-lang,564
Other,22
Other,18
Other,221
Other,28
Other,43
Other,257
Multi-lang,89
Multi-lang,153
Multi-lang,23
Multi-lang,100
Other,0
Other,84
Multi-lang,436
Other,128
Other,667
Multi-lang,90
Multi-lang,155
Multi-lang,184
Multi-lang,442
Other,64
Other,134
Multi-lang,1017
Multi-lang,561
Multi-lang,507
Other,3
Multi-lang,142
Multi-lang,1744
Other,2
Multi-lang,678
Other,8
Multi-lang,413
Multi-lang,832
Multi-lang,329
Multi-lang,530
Multi-lang,5817
Multi-lang,1654
Multi-lang,14
Multi-lang,494
Multi-lang,264
Other,0
Multi-lang,138
Other,5
Multi-lang,4706
Multi-lang,295
Multi-lang,1204
Multi-lang,391
Multi-lang,412
Multi-lang,41
Other,20
Multi-lang,35
Multi-lang,78
Multi-lang,19
Multi-lang,102
Multi-lang,518
Multi-lang,102
Multi-lang,11
Other,13
Other,3
Multi-lang,74
Other,0
Other,2
Other,0
Other,0
Other,1
Other,0
Other,0
Multi-lang,24
Multi-lang,215
Multi-lang,555
Multi-lang,106
Multi-lang,291
Multi-lang,92
Multi-lang,294
Multi-lang,168
Other,3
Multi-lang,56
Multi-lang,1
Other,0
Multi-lang,1126
Other,7
Other,9
Multi-lang,33
Multi-lang,199
Other,1
Other,1
Other,9
Other,42
Other,302
Multi-lang,37
Other,22
Other,15
Other,6
Other,2
Other,69
Other,15
Multi-lang,16
Other,1
Other,5
Other,189
Other,9
Other,90
Other,16
Other,64
Other,15
Other,11
Other,5
Other,724
Other,2
Other,1
Other,0
Other,19
Other,1
Other,0
Other,0
Other,0
Other,0
Other,18
Other,1
Other,0
Other,4
Other,9
Other,8
Other,1
Other,28
Other,0
Other,0
Other,0
Other,1
Other,5
Other,0
Other,6
Other,3
Other,1
Other,1
Other,8
Other,0
Other,1
Other,0
Other,6
Other,0
Other,1
Other,4
Other,1
Other,2
Other,0
Other,12
Other,48
Other,74
Other,1
Other,2
Other,1
Other,0
Other,12
Other,0
Other,6
Other,11
Other,0
Other,1
Other,5
Other,2
Multi-lang,54
Other,28
Other,2
Other,5
Other,0
Other,1
Other,3
Other,1
Other,1
Multi-lang,485
Multi-lang,932
Multi-lang,7
Other,12
Other,4
Other,26
Other,13
Other,14
Other,9
Other,3
Other,5
Other,1
Other,4
Other,2
Other,7
Other,3
Other,1
Multi-lang,51
Multi-lang,87
Multi-lang,0
Other,6
Other,3
Multi-lang,95
Other,36
Other,0
Other,34
Other,12
Other,1
Other,1
Other,0
Other,0
Other,1
Other,5
Other,0
Other,0
Other,1
Other,0
Other,0
Other,1
Other,0
Other,0
Other,4
Other,1
Other,2
Other,2
Other,54
Other,46
Other,569
Other,6
Other,2
Other,7
Other,9
Other,0
Other,2
Other,1
Other,9
Other,3
Other,70
Other,2
Other,5
Other,38
Other,7
Other,1
Other,23
Other,0
Other,1
Other,4
Multi-lang,21
Other,1
Other,4
Other,6
Other,2
Other,4
Other,2
Other,0
Other,62
Other,2
Other,1
Other,3
Multi-lang,84
Other,1
Other,18
Other,13
Other,0
Other,2
Other,3
Other,1
Other,2
Multi-lang,326
Other,3
Other,25
Other,1
Other,2
Other,2
Other,27
Other,2
Other,15
Other,2
Other,112
Other,1
Other,4
Other,31
Other,550
Other,1
Other,1
Other,0
Other,8
Other,56
Other,39
Other,60
Other,304
Other,2
Other,1
Other,3
Multi-lang,7
Other,7
Other,0
Other,2
Other,1
Other,1
Other,23
Other,1
Other,8
Multi-lang,33
Multi-lang,87
Other,279
Other,28
Other,3
Other,1
Other,35
Multi-lang,222
Other,89
Other,3
Other,1
Other,20
Other,13
Other,9
Other,30
Other,21
Other,0
Multi-lang,165
Other,3
Other,27
Other,23
Multi-lang,13
Other,0
Other,4
Other,15
Multi-lang,6
Other,3
Other,10
Other,17
Other,4
Other,1
Other,1
Multi-lang,22
Multi-lang,2
Other,1
Other,7
Multi-lang,33
Other,1
Other,10
Other,1
Other,2
Other,0
Other,15
Multi-lang,90
Multi-lang,0
Other,2
Other,91
Other,1
Other,106
Other,2
Other,1
Other,69
Other,140
Other,60
Other,1
Other,5
Other,7
Other,2
Other,3
Other,2
Other,8
Other,0
Other,186
Other,0
Other,2
Other,31
Other,14
Other,3
Other,1
Other,0
Other,5
Other,1
Other,2
Other,20
Other,19
Other,0
Other,1
Other,11
Other,38
Other,7
Other,2
Other,81
Other,2
Other,1
Other,26
Other,2
Other,2
Other,0
Other,5
Other,146
Other,167
Other,2
Multi-lang,62
Other,19
Other,3
Other,1
Other,2
Other,11
Other,3
Other,3
Other,12
Other,12
Multi-lang,10
Other,0
Multi-lang,73
Other,1
Other,21
Other,8
Other,1
Other,12
Other,2
Other,1
Other,0
Other,0
Other,0
Other,11
Other,1
Other,0
Multi-lang,15
Other,0
Other,0
Other,4
Other,20
Other,4
Other,0
Other,8
Other,58
Other,1
Other,0
Other,42
Other,2
Other,123
Other,0
Other,204
Other,1
Other,1
Other,1
Other,2
Other,3
Other,25
Other,17
Other,41
Other,2
Other,3
Other,2
Other,104
Other,2
Other,25
Other,8
Other,11
Other,0
Other,1
Other,4
Multi-lang,16
Other,6
Other,0
Other,38
Other,1
Other,2
Other,16
Other,6
Other,1
Other,1
Other,1
Other,0
Other,12
Other,2
Other,1
Other,6
Other,33
Other,0
Other,2
Other,2
Other,1
Other,2
Other,43
Other,1
Other,15
Other,29
Other,0
Other,11
Other,3
Other,4
Other,2
Other,52
Other,9
Other,0
Other,2
Other,0
Other,1
Other,2
Other,26
Other,2
Other,15
Other,0
Other,0
Other,25
Other,6
Other,9
Other,9
Other,0
Other,90
Other,160
Other,63
Other,16
Other,4
Other,7
Other,13
Other,6
Other,1
Other,0
Other,0
Other,1
Other,0
Other,0
Other,0
Other,1
Other,0
Other,0
Other,106
Other,6
Other,71
Other,12
Other,6
Other,20
Other,8
Other,1
Other,5
Other,4
Other,0
Other,1
Other,0
Other,2
Other,123
Multi-lang,11
Other,9
Other,8
Other,31
Other,23
Other,2
Other,180
Other,14
Other,24
Other,5
Other,4
Other,2
Other,2
Other,6
Other,24
Other,100
Other,0
Other,8
Other,8
Other,3
Other,6
Other,1
Other,8
Other,4
Other,6
Other,2
Other,20
Other,2
Other,6
Other,141
Other,2
Multi-lang,2
Other,0
Other,0
Other,0
Other,0
Other,7
Other,1
Other,0
Other,1
Other,1
Other,0
Other,0
Other,1
Other,0
Other,0
Other,0
Other,38
Other,337
Other,7
Other,0
Multi-lang,11
Other,6
Other,1
Other,0
Other,0
Other,94
Other,2
Other,2
Multi-lang,60
Other,1
Other,38
Other,2
Other,0
Other,9
Other,7
Other,104
Other,2
Other,21
Other,1
Other,24
Other,1
Other,1
Other,1
Other,47
Other,1
Other,0
Other,0
Other,344
Other,2
Multi-lang,22
Other,10
Other,325
Multi-lang,9
Other,33
Other,4
Other,2
Other,3
Other,2
Other,75
Other,172
Other,0
Other,0
Other,12
Other,11
Other,8
Other,3
Other,5
Other,1
Other,11
Other,3
Other,13
Other,5
Other,2
Other,1
Other,0
Other,34
Other,130
Other,32
Other,2
Other,4
Other,1
Other,2
Multi-lang,32
Other,1
Other,33
Other,25
Other,29
Other,0
Other,2
Other,2
Other,8
Other,1
Other,5
Other,1
Other,5
Other,24
Other,2
Other,2
Other,61
Other,0
Other,2
Other,33
Other,8
Other,0
Other,39
Other,24
Other,2
Other,0
Other,2
Multi-lang,378
Other,4
Multi-lang,58
Other,15
Other,51
Other,11
Other,1
Other,1
Other,1
Other,0
Other,1
Other,337
Other,2
Other,97
Other,0
Other,2
Other,0
Other,3
Other,0
Other,0
Other,0
Other,331
Multi-lang,2
Other,0
Other,1
Other,5
Multi-lang,84
Other,0
Other,177
Other,0
Other,0
Multi-lang,73
Other,1
Other,1
Other,0
Other,135
Other,2
Other,39
Other,145
Multi-lang,316
Multi-lang,78
Other,2
Other,138
Other,6
Multi-lang,4
Other,43
Other,14
Other,1
Other,2
Other,1
Other,5
Other,7
Other,2
Other,0
Other,59
Other,12
Multi-lang,5
Other,23
Other,20
Other,1
Other,1
Other,1
Other,5
Other,7
Other,3
Other,0
Other,1
Other,1
Other,3
Other,23
Other,38
Other,0
Other,1
Other,4
Other,2
Other,2
Multi-lang,151
Other,1
Other,2
Other,77
Other,0
Other,0
Other,1
Other,0
Other,146
Other,75
Other,0
Other,2
Other,0
Other,18
Other,0
Other,10
Other,1
Other,0
Other,34
Multi-lang,38
Other,46
Multi-lang,49
Other,0
Multi-lang,9
Multi-lang,49
Other,1
Other,1
Other,0
Other,0
Other,0
Multi-lang,9
Other,2
Other,28
Other,0
Multi-lang,33
Multi-lang,4
Multi-lang,1
Multi-lang,3
Other,17
Multi-lang,29
Other,0
Multi-lang,4
Multi-lang,90
Other,1
Other,0
Other,22
Multi-lang,18
Other,3
Other,4
Other,47
Other,115
Other,0
Other,0
Other,3
Other,1
Other,4
Other,118
Other,3
Other,0
Multi-lang,17
Multi-lang,4
Other,1
Multi-lang,18
Other,3
Multi-lang,2
Other,1
Other,3
Other,1
Other,2
Other,0
Other,21
Other,1
Other,78
Other,6
Other,0
Other,7
Other,1
Other,17
Other,4
Other,0
Other,1
Other,0
Other,1
Other,21
Other,0
Other,3
Other,1
Other,3
Other,63
Other,73
Other,5
Other,3
Other,9
Other,3
Multi-lang,39
Other,3
Other,59
Other,0
Other,51
Other,34
Other,0
Other,8
Other,9
Other,20
Other,9
Other,7
Other,2
Other,2
Other,4
Other,2
Other,1
Multi-lang,4
Multi-lang,677
Other,978
Other,11
Other,0
Other,42
Other,275
Other,1
Multi-lang,2
Other,23
Other,1
Multi-lang,12
Other,0
Other,7
Other,2
Other,0
Other,0
Other,4
Other,107
Other,9
Other,121
Other,309
Other,18
Other,20
Multi-lang,88
Other,2
Other,1
Other,4
Other,6
Other,17
Other,170
Other,1
Multi-lang,17
Other,150
Other,19
Other,0
Other,0
Other,58
Other,1
Other,0
Other,22
Other,2
Other,1
Other,1
Other,1
Other,2
Other,1
Other,16
Other,6
Other,13
Other,2
Other,0
Other,1
Other,1
Other,2
Other,32
Other,10
Other,2
Other,2
Other,1
Other,11
Other,14
Other,1
Other,0
Other,2
Other,0
Multi-lang,177
Other,3
Multi-lang,15
Other,8
Multi-lang,29
Other,2794
Other,2124
Multi-lang,38
Multi-lang,51
Other,21
Multi-lang,14
Other,1
Other,6
Other,22
Multi-lang,14
Other,16
Other,39
Multi-lang,30
Other,110
Other,331
Other,71
Other,60
Other,1
Multi-lang,32
Other,12
Other,3
Multi-lang,141
Other,24
Other,24
Other,0
Other,4
Other,181
Other,72
Multi-lang,32
Multi-lang,3
Other,19
Other,26
Other,0
Multi-lang,14
Other,2
Other,13
Other,67
Other,11
Other,6
Other,16
Other,20
Other,67
Other,2
Other,1
Other,122
Other,18
Other,77
Other,53
Other,7
Multi-lang,18
Other,103
Other,240
Other,9
Other,15
Other,70
Other,24
Other,118
Other,18
Multi-lang,41
Multi-lang,10
Other,4
Other,2
Other,41
Other,65
Multi-lang,26
Multi-lang,63
Other,22
Other,116
Multi-lang,197
Multi-lang,51
Other,6
Other,44
Multi-lang,235
Other,100
Other,165
Multi-lang,5
Multi-lang,40
Multi-lang,47
Other,109
Multi-lang,5
Other,41
Multi-lang,112
Multi-lang,443
Other,7
Other,3
Multi-lang,19
Multi-lang,42
Other,4
Other,0
Other,2
Other,1
Other,5
Other,8
Multi-lang,9
Multi-lang,184
Multi-lang,77
Other,5
Multi-lang,130
Multi-lang,3
Other,1
Multi-lang,840
Other,0
Other,0
Multi-lang,124
Multi-lang,164
Multi-lang,4
Multi-lang,83
Multi-lang,21
Other,15
Multi-lang,569
Multi-lang,132
Multi-lang,28
Multi-lang,126
Other,5
Other,2
Other,3
Multi-lang,868
Multi-lang,85
Multi-lang,89
Multi-lang,40
Multi-lang,13
Other,2
Other,1
Multi-lang,82
Multi-lang,118
Multi-lang,483
Other,4
Other,156
Other,138
Other,3
Other,51
Multi-lang,558
Other,6151
Other,5
Multi-lang,1326
Other,3890
Other,9
Multi-lang,315
Multi-lang,145
Multi-lang,124
Multi-lang,59
Other,24
Other,27
Other,1
Multi-lang,209
Other,42
Multi-lang,9
Multi-lang,15
Multi-lang,149
Multi-lang,20
Multi-lang,2
Other,5
Other,6
Multi-lang,48
Other,1
Multi-lang,21
Multi-lang,83
Other,0
Multi-lang,26
Other,1470
Multi-lang,574
Multi-lang,11
Other,19
Multi-lang,993
Other,1
Other,4
Multi-lang,25
Multi-lang,14
Other,2
Multi-lang,12
Other,12
Other,20
Other,104
Other,19
Other,1
Other,6
Other,19
Other,6
Other,1
Multi-lang,260
Multi-lang,191
Multi-lang,4
Multi-lang,1
Multi-lang,33
Multi-lang,7
Other,15
Other,0
Other,1
Other,1
Multi-lang,86
Other,2
Multi-lang,117
Other,29
Other,52
Multi-lang,29
Other,8
Other,9
Other,2
Other,1
Other,3
Other,3
Multi-lang,12
Other,3
Other,1
Other,0
Other,19
Multi-lang,67
Other,2
Multi-lang,14
Multi-lang,31
Other,1
Other,2
Other,4
Multi-lang,11
Other,2
Multi-lang,825
Multi-lang,148
Other,611
Multi-lang,207
Multi-lang,288
Multi-lang,35
Other,4
Multi-lang,305
Other,6
Multi-lang,267
Multi-lang,718
Multi-lang,17
Other,13
Multi-lang,636
Multi-lang,36
Multi-lang,37
Other,0
Other,62
Multi-lang,427
Multi-lang,65
Other,13
Multi-lang,882
Other,1
Other,0
Other,4
Multi-lang,2
Other,1
Other,11
Other,8
Other,2
Other,9
Other,1
Multi-lang,22
Multi-lang,6
Other,6
Multi-lang,371
Other,51
Multi-lang,37
Multi-lang,1
Other,39
Multi-lang,27
Multi-lang,14
Multi-lang,120
Multi-lang,178
Other,2
Multi-lang,12
Other,1
Other,75
Other,0
Other,8
Other,1
Other,8
Multi-lang,65
Multi-lang,31
Other,35
Multi-lang,56
Multi-lang,71
Multi-lang,3
Multi-lang,81
Multi-lang,279
Multi-lang,35
Other,12
Multi-lang,90
Other,2
Other,2
Other,1
Other,1
Other,0
Other,1
Other,0
Other,1
Other,4
Other,31
Other,17
Multi-lang,18
Other,1
Other,1
Other,1
Other,33
Other,2
Other,3
Multi-lang,57
Other,0
Other,0
Other,2
Other,0
Multi-lang,9
Other,1
Other,4
Multi-lang,7
Other,20
Multi-lang,525
Other,1
Multi-lang,15
Other,2
Other,0
Multi-lang,46
Other,1
Other,1
Other,67
Other,3
Other,3
Other,2
Multi-lang,31
Other,1
Multi-lang,111
Other,2
Other,1
Other,69
Other,78
Multi-lang,2
Other,1
Other,26
Other,1
Other,3
Multi-lang,12
Other,2
Other,1
Other,1
Multi-lang,12
Other,1
Other,0
Other,7
Other,3
Other,0
Other,0
Other,242
Other,2
Multi-lang,84
Other,5
Other,2
Other,3
Other,2
Other,8
Other,2
Other,2
Other,2
Other,2
Other,1
Other,5
Other,2
Other,5
Other,1
Other,1
Other,0
Other,5
Other,2
Other,39
Other,3
Other,10
Other,5
Other,5
Other,69
Other,0
Other,30
Other,1
Other,4
Other,2
Multi-lang,18
Other,84
Other,1
Other,7
Other,105
Multi-lang,330
Multi-lang,3
Other,6
Other,2
Other,243
Other,0
Multi-lang,520
Other,0
Other,102
Other,1
Multi-lang,20
Other,2
Multi-lang,27
Other,1
Other,5
Multi-lang,1
Other,29
Multi-lang,2
Other,11
Other,10
Other,56
Multi-lang,411
Other,4
Other,1
Other,30
Other,1
Other,5
Other,30
Other,98
Other,13
Multi-lang,9
Other,101
Other,1
Multi-lang,7
Multi-lang,3
Other,6
Multi-lang,30
Other,2
Other,4
Other,7
Multi-lang,1
Other,1
Other,55
Other,1
Multi-lang,0
Other,71
Other,22
Other,9
Other,1
Other,136
Other,189
Other,123
Other,2
Other,1
Other,3
Other,4
Other,2
Multi-lang,117
Multi-lang,9
Multi-lang,11
Other,1
Multi-lang,18
Other,64
Multi-lang,136
Other,16
Other,0
Other,4
Multi-lang,7
Other,0
Other,23
Other,0
Other,0
Other,7
Multi-lang,2
Other,29
Other,0
Multi-lang,54
Other,34
Other,7
Other,5
Other,158
Other,4
Other,45
Other,9
Other,17
Other,16
Other,229
Other,4
Other,50
Other,4
Other,39
Other,14
Multi-lang,970
Other,1
Other,2
Other,9
Other,10
Other,7
Multi-lang,1065
Other,1
Multi-lang,178
Other,111
Other,2
Other,24
Multi-lang,43
Other,45
Other,1
Other,22
Other,113
Other,210
Other,8
Multi-lang,107
Multi-lang,120
Other,0
Other,757
Other,0
Other,0
Other,0
Other,14
Other,3
Other,2
Other,5
Other,14
Other,5
Other,2
Other,5
Other,7
Other,2
Other,0
Other,111
Other,7
Other,2
Other,21
Other,1
Other,27
Other,5
Other,0
Other,17
Other,2
Other,1
Other,5
Other,1
Other,1
Other,2
Other,1
Other,1
Other,0
Other,2
Other,36
Other,5
Other,100
Other,97
Other,0
Other,2
Other,98
Other,1
Other,2
Other,22
Other,2
Other,6
Other,5
Other,158
Other,0
Other,37
Other,0
Other,14
Other,0
Other,1
Other,0
Other,1
Other,11
Other,4
Other,2
Other,5
Other,5
Other,9
Other,5
Other,1
Other,0
Other,1
Other,0
Other,2
Other,5
Other,0
Other,0
Other,5
Other,2
Multi-lang,1
Other,3
Other,2
Other,5
Other,2
Other,1
Other,5
Other,0
Other,2
Other,0
Other,2
Other,0
Other,1
Other,1
Other,0
Other,2
Other,20
Other,5
Other,8
Other,1
Other,0
Other,1
Other,1
Other,1
Other,1
Other,7
Other,2
Other,5
Other,307
Other,1
Other,1
Other,11
Other,2
Other,5
Other,1
Other,4
Other,32
Other,6
Other,6
Other,0
Other,0
Other,18
Other,0
Other,2
Other,2
Other,1
Other,8
Other,10
Other,4
Multi-lang,0
Other,2
Other,0
Other,213
Other,24
Other,1
Other,1
Other,20
Other,3
Other,5
Other,5
Other,5
Other,2
Other,2
Other,5
Other,0
Other,2
Other,1
Other,0
Other,1
Other,1
Other,2
Other,0
Other,0
Other,0
Other,5
Other,1
Other,0
Other,1
Other,1
Other,2
Other,2
Other,0
Other,1
Other,5
Other,6
Other,3
Other,8
Other,1
Other,1
Other,2
Other,0
Other,20
Other,2
Other,5
Other,1
Other,2
Other,2
Other,2
Other,1
Other,19
Other,1
Other,19
Other,1
Other,18
Other,2
Other,1
Other,111
Other,1
Other,700
Other,55
Other,388
Other,59
Other,1
Other,0
Other,1
Other,126
Other,6
Other,2
Other,2
Other,1
Other,4
Other,2
Other,2
Other,1
Multi-lang,62
Other,3
Other,2
Other,2
Other,7
Other,5
Other,3
Other,2
Other,31
Multi-lang,8
Multi-lang,15
Other,0
Other,676
Other,144
Other,13
Other,2
Other,1
Other,0
Other,664
Other,0
Other,1
Other,106
Other,23
Other,1
Other,3
Other,0
Other,34
Other,1
Other,2
Other,2
Other,3
Multi-lang,2
Other,1
Other,2
Other,3
Multi-lang,0
Other,2
Other,2
Other,1
Other,1
Other,0
Other,5
Other,8
Other,1
Other,1
Other,0
Other,2
Other,0
Other,2
Other,0
Other,20
Other,16
Other,2
Other,2
Multi-lang,31
Other,1
Other,2
Other,1
Other,1
Other,0
Other,2
Other,0
Other,50
Other,2
Other,2
Other,1
Other,0
Multi-lang,5
Other,15
Other,1
Other,1
Other,12
Other,0
Other,1
Other,1
Other,1
Other,2
Other,1
Other,3
Other,0
Other,2
Other,1
Other,28
Multi-lang,0
Other,0
Other,9
Other,2
Other,1
Other,1
Other,0
Multi-lang,28
Other,2
Other,1
Other,15
Other,0
Other,9
Other,11
Other,0
Multi-lang,3
Other,6
Other,2
Other,2
Other,1
Other,2
Other,1
Other,31
Other,6
Other,22
Other,348
Other,1
Other,4
Other,1
Other,1
Other,15
Other,340
Other,5
Other,0
Other,2
Other,3
Other,1
Other,5
Other,2
Other,0
Other,0
Other,1
Other,1
Other,1
Other,2
Other,1
Other,7
Other,1
Other,6
Other,6
Other,6
Other,3
Other,77
Other,73
Other,1
Other,2
Other,2
Other,16
Other,1
