commit type,deleted lines count
Other,0
Other,1
Multi-lang,14
Multi-lang,5
Other,17
Other,1
Other,0
Other,6
Other,2
Other,12
Other,2
Other,1
Other,0
Other,2
Multi-lang,14780
Other,45
Other,8
Other,106
Other,4
Other,96
Other,22
Other,6
Other,4
Multi-lang,19
Other,0
Other,16
Other,1
Other,3
Multi-lang,0
Other,4
Other,12
Other,24
Other,111
Other,38
Other,3
Other,2
Other,4
Other,59
Other,5
Other,94
Other,45
Other,14
Other,0
Other,4
Other,3
Other,3
Multi-lang,171
Other,81
Other,112
Other,59
Multi-lang,11
Other,24
Other,109
Other,596
Other,16
Other,134
Other,9
Other,12
Other,7
Other,611
Other,943
Other,611
Other,2
Other,1
Other,943
Other,35
Other,69
Other,241
Other,245
Other,1
Other,85
Other,0
Other,31
Other,2
Other,0
Other,223
Other,4
Other,0
Other,872
Multi-lang,123
Other,92
Other,0
Other,14
Other,144
Other,81
Other,10
Other,4
Other,110
Multi-lang,101
Other,3
Other,185
Other,446
Other,0
Other,52
Other,129
Other,4
Multi-lang,236
Multi-lang,367
Multi-lang,30
Multi-lang,114
Other,2
Other,44
Other,3
Other,49
Other,47
Other,35
Other,3
Other,6
Other,978
Other,12
Other,62
Other,18
Other,5
Multi-lang,2
Other,153
Other,21
Other,27
Multi-lang,543
Multi-lang,19
Other,3
Multi-lang,1081
Other,1
Other,2
Other,1701
Other,13
Other,3
Other,2
Other,19
Other,322
Other,7
Other,1281
Other,191
Other,0
Other,1743
Multi-lang,134
Other,21
Multi-lang,45
Other,0
Other,3
Other,84
Other,2
Other,1
Other,504
Other,2
Multi-lang,19
Other,59
Other,34
Other,41
Multi-lang,8
Other,27
Other,393
Other,1
Other,22
Other,393
Other,21
Other,17
Multi-lang,16
Other,879
Multi-lang,38
Other,15
Multi-lang,53
Multi-lang,21
Other,491
Multi-lang,331
Other,470
Other,1
Other,7
Multi-lang,154
Other,7
Other,533
Other,3
Other,0
Other,0
Other,1
Other,1
Multi-lang,721
Other,2
Multi-lang,586
Other,2
Other,1
Multi-lang,266
Other,2
Other,142
Multi-lang,316
Multi-lang,419
Other,0
Multi-lang,1258
Multi-lang,223
Other,1
Other,0
Other,484
Other,2
Other,4
Other,7
Other,7
Multi-lang,1851
Other,4421
Other,1
Multi-lang,160
Multi-lang,129
Other,439
Other,686
Other,9
Other,158
Other,3
Multi-lang,115
Other,19
Other,108
Other,24
Multi-lang,3
Multi-lang,262
Multi-lang,54
Other,1
Other,0
Other,6
Multi-lang,391
Other,1
Multi-lang,11
Other,0
Multi-lang,140
Multi-lang,103
Other,1
Multi-lang,0
Other,2
Other,6
Other,589
Other,1
Multi-lang,9
Other,3
Multi-lang,1
Multi-lang,268
Other,29
Multi-lang,75
Multi-lang,2
Multi-lang,5
Multi-lang,8840
Other,108
Other,3
Other,5
Other,8
Other,16
Other,1
Other,1
Other,1
Other,2
Other,4
Other,16
Other,399
Other,1
Other,622
Other,1
Other,3
Other,1
Other,267
Other,3
Multi-lang,80
Other,14
Other,85
Other,556
Other,0
Other,147
Other,3
Other,87
Other,22
Other,3
Other,2
Other,9
Other,2
Other,1
Other,1
Other,3
Other,0
Other,0
Other,0
Other,41
Other,10
Other,32
Other,12
Multi-lang,16
Other,1
Other,2
Multi-lang,77
Other,1
Other,286
Multi-lang,2
Multi-lang,165
Multi-lang,132
Other,0
Other,19
Other,5
Other,21
Other,4
Multi-lang,370
Multi-lang,374
Other,1
Other,1
Other,2
Multi-lang,209
Other,38
Multi-lang,133
Other,56
Other,1
Other,1
Multi-lang,125
Other,0
Other,3
Other,0
Other,1
Other,0
Other,82
Other,1
Other,1
Other,2
Multi-lang,15
Multi-lang,198
Other,9
Other,3
Other,42
Other,3
Other,2
Other,2
Multi-lang,66
Other,2
Other,0
Multi-lang,5
Other,3
Other,3
Other,1
Multi-lang,4
Multi-lang,1
Multi-lang,10
Other,0
Multi-lang,83
Other,4
Other,54
Other,4
Other,15
Multi-lang,15
Other,58
Other,1
Other,2
Other,6
Other,1
Other,90
Other,5
Other,1
Other,1
Other,1
Other,1
Other,1
Other,95
Other,6
Other,1
Other,1
Other,21
Other,9
Other,15
Other,188
Other,20
Other,0
Other,60
Other,12
Other,46
Other,3
Other,0
Other,27
Other,51
Other,4
Other,6
Other,6
Other,11
Multi-lang,4
Multi-lang,5
Other,0
Other,0
Multi-lang,12
Other,1
Other,2
Other,38
Other,3
Other,80
Other,25
Other,4
Other,1
Other,2
Other,14
Other,31
Other,2
Multi-lang,57
Other,1
Other,14
Other,56
Other,1
Other,16
Other,5
Other,20
Other,8
Other,1
Other,0
Other,3
Other,3
Other,1
Other,1
Multi-lang,25
Other,14
Other,0
Other,1
Multi-lang,85
Multi-lang,37
Multi-lang,53
Multi-lang,9
Other,54
Other,10
Multi-lang,17
Other,16
Other,1
Multi-lang,10
Multi-lang,12
Multi-lang,0
Other,1
Other,1
Multi-lang,4
Other,7
Other,7
Other,4
Other,4
Other,1
Multi-lang,0
Multi-lang,0
Multi-lang,2
Multi-lang,59
Other,1
Other,115
Other,4
Other,2
Other,0
Other,2
Other,0
Other,0
Other,0
Other,10
Other,2844
Other,10
Other,1
Other,2
Other,3
Other,1
Other,0
Other,206
Other,5
Other,65
Other,4
Other,120
Other,27
Other,54
Other,4
Other,33
Multi-lang,4
Other,5
Other,2
Other,7
Other,54
Other,2
Other,20
Other,13
Other,29
Multi-lang,69
Multi-lang,41
Other,9
Other,3
Multi-lang,29
Multi-lang,68
Other,31
Multi-lang,9
Other,4
Multi-lang,99
Multi-lang,117
Other,59
Other,15
Multi-lang,633
Other,42
Multi-lang,279
Other,16
Other,3
Other,1
Other,8
Other,24
Other,4
Other,1
Other,6
Other,75
Multi-lang,7
Multi-lang,24
Other,3
Other,15
Other,25
Other,2
Other,0
Other,1
Other,1
Other,25
Other,1
Other,0
Other,29
Other,19
Multi-lang,158
Other,1
Other,4
Other,21
Other,2
Other,3
Multi-lang,14
Other,3
Other,22
Other,0
Other,42
Other,1
Other,1
Other,1
Other,1
Other,7
Other,1
Other,33
Other,2
Other,1
Other,1
Other,0
Multi-lang,4
Multi-lang,95
Other,0
Other,1
Other,2
Multi-lang,62
Other,0
Other,2
Other,4
Other,16
Other,9
Multi-lang,174
Other,13
Other,1050
Other,909
Other,893
Other,2
Other,898
Other,1
Other,39
Multi-lang,129
Multi-lang,325
Multi-lang,405
Other,34
Other,113
Other,2
Other,172
Other,29
Multi-lang,30
Other,184
Other,1
Other,1
Other,33
Other,3
Other,0
Other,5
Other,87
Other,2
Other,4
Other,2
Other,82
Other,14
Other,15
Other,3
Other,1
Other,1
Other,5
Other,2
Multi-lang,27
Multi-lang,12
Other,2
Other,4
Multi-lang,151
Other,3
Other,2
Other,2
Other,2
Other,54
Other,5
Other,1
Other,1
Other,1
Other,2
Other,4
Other,7
Other,1
Other,1
Other,24
Other,5
Other,2
Multi-lang,114
Multi-lang,21
Other,16
Other,107
Multi-lang,69
Other,2
Other,0
Other,2
Other,53
Other,76
Other,3
Other,1
Other,1
Other,80
Other,167
Other,6
Other,2
Other,45
Other,2
Other,8
Other,1
Other,207
Other,1
Other,1
Other,2
Other,10
Other,0
Other,0
Other,4
Other,1
Other,0
Other,1
Other,22
Other,70
Other,0
Other,1
Other,2
Other,1
Other,1
Other,56
Other,2
Other,30
Other,0
Other,0
Other,0
Other,50
Other,268
Other,1
Other,0
Other,1
Other,2
Other,3
Multi-lang,23
Multi-lang,81
Other,10
Other,1
Other,2
Other,17
Other,36
Other,1
Multi-lang,36
Other,14
Other,10
Other,12
Other,3
Other,113
Other,298
Other,71
Multi-lang,106
Other,4
Multi-lang,189
Multi-lang,81
Other,1
Other,1
Other,10
Other,6
Other,2
Other,7
Other,1
Other,1
Multi-lang,68
Other,0
Other,0
Other,2
Other,0
Other,55
Other,1
Other,1
Other,1
Other,174
Other,63
Other,2
Other,1
Other,6
Other,3
Multi-lang,68
Multi-lang,3
Other,9
Other,1
Other,1
Other,1
Other,3
Other,5
Other,1
Other,3
Other,1
Other,1
Other,1
Other,2
Other,3
Other,1
Other,0
Multi-lang,14
Multi-lang,131
Other,75
Multi-lang,30
Other,2
Other,0
Other,12
Other,11
Other,75
Other,64
Other,0
Other,43
Other,1
Multi-lang,5
Other,5
Other,0
Other,1
Multi-lang,0
Other,0
Other,0
Multi-lang,8
Multi-lang,37
Multi-lang,1
Other,5
Other,58
Other,2
Other,6
Other,2
Other,2
Multi-lang,7
Other,0
Other,1
Other,2
Other,1
Other,71
Other,0
Multi-lang,39
Other,0
Other,1
Other,1
Other,1
Other,0
Multi-lang,0
Other,0
Other,0
Other,0
Other,3
Multi-lang,12
Other,1
Other,6
Other,0
Multi-lang,3
Multi-lang,1
Multi-lang,380
Multi-lang,0
Other,172
Other,29
Multi-lang,30
Other,184
Other,1
Other,1
Other,33
Other,3
Other,0
Other,5
Other,87
Other,2
Other,4
Other,2
Other,82
Other,14
Other,15
Other,3
Other,1
Other,1
Other,5
Other,2
Multi-lang,27
Multi-lang,12
Other,2
Other,4
Multi-lang,151
Other,3
Other,2
Other,2
Other,2
Other,54
Other,5
Other,1
Other,1
Other,1
Other,2
Other,4
Other,7
Other,1
Other,1
Other,24
Other,5
Other,2
Multi-lang,114
Multi-lang,21
Other,16
Other,107
Multi-lang,69
Other,2
Other,0
Other,2
Other,53
Other,76
Other,3
Other,1
Other,1
Other,80
Other,167
Other,6
Other,2
Other,45
Other,2
Other,8
Other,1
Other,207
Other,1
Other,1
Other,2
Other,10
Other,0
Other,0
Other,4
Other,1
Other,0
Other,1
Other,22
Other,70
Other,0
Other,1
Other,2
Other,1
Other,1
Other,56
Other,2
Other,30
Other,0
Other,0
Other,0
Other,50
Other,268
Other,1
Other,0
Other,1
Other,2
Other,3
Multi-lang,23
Multi-lang,81
Other,10
Other,1
Other,2
Other,17
Other,36
Other,1
Multi-lang,36
Other,14
Other,10
Other,12
Other,3
Other,113
Other,298
Other,71
Multi-lang,106
Other,4
Multi-lang,189
Multi-lang,81
Other,1
Other,1
Other,10
Other,6
Other,2
Other,7
Other,1
Other,1
Multi-lang,68
Other,0
Other,0
Other,2
Other,0
Other,55
Other,1
Other,1
Other,1
Other,174
Other,63
Other,2
Other,1
Other,6
Other,3
Multi-lang,68
Multi-lang,3
Other,9
Other,1
Other,1
Other,1
Other,3
Other,5
Other,1
Other,3
Other,1
Other,1
Other,1
Other,2
Other,3
Other,1
Other,0
Multi-lang,14
Multi-lang,131
Other,75
Multi-lang,30
Other,2
Other,0
Other,12
Other,11
Other,75
Other,64
Other,0
Other,43
Other,1
Multi-lang,5
Other,5
Other,0
Other,1
Multi-lang,0
Other,0
Other,0
Multi-lang,8
Multi-lang,37
Multi-lang,1
Other,5
Other,58
Other,2
Other,6
Other,2
Other,2
Multi-lang,7
Other,0
Other,1
Other,2
Other,1
Other,71
Other,0
Multi-lang,39
Other,0
Other,1
Other,1
Other,1
Other,0
Multi-lang,0
Other,0
Other,0
Other,0
Other,3
Multi-lang,12
Other,1
Multi-lang,74
Multi-lang,154
Other,38
Other,11
Other,1
Other,23
Multi-lang,60
Other,8
Other,10
Multi-lang,673
Other,1
Multi-lang,119
Multi-lang,247
Multi-lang,1191
Other,75
Multi-lang,295
Other,236
Multi-lang,241
Multi-lang,536
Multi-lang,394
Other,3846
Other,269
Multi-lang,62
Multi-lang,843
Multi-lang,81
Multi-lang,230
Multi-lang,192
Other,906
Other,539
Other,145
Other,2663
Other,228
Multi-lang,2421
Other,1
Other,0
Other,1128
Multi-lang,2912
Other,2967
Other,647
Other,661
Other,290
Other,41
Multi-lang,28
Multi-lang,376
Multi-lang,308
Other,2
Other,19
Other,24
Multi-lang,680
Other,34
Multi-lang,1224
Multi-lang,654
Multi-lang,727
Other,1418
Multi-lang,52
Other,21
Multi-lang,24
Other,25
Other,0
Multi-lang,24
Multi-lang,0
Multi-lang,32
Multi-lang,60
Multi-lang,59
Other,24
Multi-lang,238
Multi-lang,73
Other,19
Other,12
Multi-lang,80
Multi-lang,4285
Other,57
Other,912
Other,64
Other,242
Multi-lang,275
Other,20
Other,86
Multi-lang,296
Multi-lang,63
Multi-lang,214
Other,2
Other,2
Other,242
Multi-lang,90
Other,145
Multi-lang,47
Multi-lang,15
Multi-lang,13
Other,6
Multi-lang,183
Multi-lang,183
Other,16
Multi-lang,35
Multi-lang,140
Other,43
Multi-lang,31
Multi-lang,51
Other,2
Other,203
Other,19
Multi-lang,42
Multi-lang,15
Other,50
Other,70
Multi-lang,41
Multi-lang,52
Multi-lang,133
Multi-lang,38
Other,246
Other,103
Other,9
Other,29
Multi-lang,72
Multi-lang,90
Multi-lang,449
Other,411
Multi-lang,34
Multi-lang,63
Multi-lang,25
Other,163
Other,231
Multi-lang,162
Other,2
Other,14
Multi-lang,31
Multi-lang,457
Other,773
Multi-lang,355
Other,1
Other,1
Other,713
Multi-lang,91
Other,254
Other,1
Multi-lang,25
Multi-lang,25
Other,24
Other,25
Multi-lang,231
Multi-lang,63
Multi-lang,479
Multi-lang,169
Multi-lang,134
Multi-lang,544
Other,1592
Other,10
Other,1
Other,302
Other,107
Multi-lang,41
Multi-lang,92
Other,1530
Other,786
Other,7
Other,18
Other,17
Other,8
Other,36
Other,29
Other,51
Other,55
Other,3
Other,214
Other,19
Other,15
Other,10
Other,27
Multi-lang,14
Other,1
Other,7
Multi-lang,72
Multi-lang,21
Other,18
Other,2
Multi-lang,11
Multi-lang,77
Other,5
Other,1
Other,2
Other,7
Multi-lang,7
Other,0
Other,4
Multi-lang,51
Other,2208
Other,32
Multi-lang,228
Other,94
Other,85
Other,194
Multi-lang,10
Multi-lang,296
Other,363
Other,126
Multi-lang,54
Other,5
Multi-lang,242
Other,97
Other,9
Multi-lang,48
Other,17129
Other,16457
Other,16919
Multi-lang,20
Multi-lang,93
Other,2
Other,3
Other,2
Other,1088
Other,1959
Multi-lang,98
Other,13
Other,1066
Other,1823
Other,1101
Other,750
Multi-lang,14
Multi-lang,151
Other,6
Other,7
Other,16
Other,1
Other,15
Other,33
Other,6
Other,0
Other,267
Other,2
Other,3
Other,8
Multi-lang,36
Other,0
Other,2
Other,3
Other,34
Other,39
Other,99
Other,1
Multi-lang,27
Other,2
Other,12
Other,8
Multi-lang,21
Other,3
Other,1
Other,3
Other,8
Other,9
Other,2
Other,1
Other,69
Other,61
Other,3
Other,6
Other,20501
Other,2
Other,7
Other,33
Other,20655
Other,2
Multi-lang,1845
Other,1
Other,24227
Multi-lang,855
Other,47
Other,964
Other,22347
Multi-lang,102
Other,2
Other,215
Other,4
Multi-lang,68
Other,15
Multi-lang,438
Other,21220
Other,155
Other,20984
Other,81
Other,20775
Multi-lang,7
Other,1
Other,282
Other,1
Other,0
Other,0
Other,1
Other,6
Multi-lang,151
Multi-lang,66
Other,850
Other,283
Multi-lang,847
Other,1
Other,0
Other,0
Other,38
Multi-lang,3538
Other,1
Other,6880
Multi-lang,72
Multi-lang,231
Other,11
Other,333
Other,53
Multi-lang,160
Multi-lang,240
Other,2
Other,238
Other,51
Other,64
Multi-lang,23
Other,86
Other,835
Other,1
Other,3856
Other,2095
Other,1
Other,1
Other,2
Other,8
Other,181
Other,3832
Other,1999
Other,3409
Multi-lang,452
Other,1042
Other,17
Other,418
Other,283
Other,35
Other,41
Other,277
Other,4
Other,17
Other,66
Multi-lang,58
Other,23
Other,37
Other,22
Other,2
Other,98
Other,34
Other,1
Other,4
Other,12
Other,20
Other,9
Other,32
Multi-lang,36
Multi-lang,39
Multi-lang,2
Multi-lang,200
Other,1
Other,2
Other,6
Other,1
Other,8
Other,151
Other,0
Multi-lang,1
Other,2
Other,7
Multi-lang,348
Multi-lang,430
Other,1784
Other,358
Other,1778
Other,190
Other,27
Multi-lang,11
Other,4
Multi-lang,206
Other,195
Multi-lang,50
Other,37
Other,9
Other,1
Other,0
Other,4
Multi-lang,109
Other,9
Other,335
Other,544
Other,391
Multi-lang,84
Multi-lang,409
Other,8
Multi-lang,165
Other,66
Other,1
Other,12
Multi-lang,111
Other,17
Multi-lang,115
Other,133
Other,4
Multi-lang,184
Other,1
Other,3
Other,166
Other,2
Other,7
Other,10
Multi-lang,47
Other,8
Other,3
Other,2
Other,2
Other,1
Other,8
Multi-lang,84
Multi-lang,458
Multi-lang,19
Multi-lang,186
Other,174
Other,213
Multi-lang,34
Other,25
Other,1
Other,396
Other,44
Other,1
Other,21
Multi-lang,693
Other,303
Multi-lang,96
Other,415
Multi-lang,1691
Other,1
Other,1
Other,3
Other,3760
Other,141
Other,97
Other,1
Multi-lang,1689
Other,4
Other,3733
Other,1740
Multi-lang,3737
Other,1
Other,2
Other,1
Other,1741
Other,1
Other,1
Other,3729
Other,1736
Other,1
Other,5
Other,27
Multi-lang,3732
Other,1
Multi-lang,274
Other,2
Other,2
Other,1
Other,3
Other,4
Other,3781
Multi-lang,38
Multi-lang,195
Other,53
Other,4
Multi-lang,293
Other,1517
Multi-lang,10
Multi-lang,172
Other,0
Other,40
Multi-lang,286
Other,1300
Other,0
Multi-lang,1902
Multi-lang,1293
Multi-lang,11
Other,24
Other,6
Multi-lang,10
Multi-lang,23
Other,1489
Multi-lang,319
Multi-lang,181
Other,75
Multi-lang,274
Other,413
Other,355
Other,11
Multi-lang,3
Other,322
Multi-lang,0
Multi-lang,15
Multi-lang,11
Other,2
Other,4
Other,2
Other,2
Other,0
Other,5
Other,0
Multi-lang,60
Other,1
Other,50
Other,1
Other,1
Other,0
Multi-lang,319
Other,303
Multi-lang,28
Multi-lang,26
Other,1
Other,560
Multi-lang,79
Multi-lang,82
Multi-lang,22
Multi-lang,4
Multi-lang,9
Other,1657
Other,35
Multi-lang,21
Other,28
Multi-lang,69
Other,69
Multi-lang,491
Other,2
Multi-lang,42
Other,799
Other,7
Other,12
Other,3
Other,1
Other,1
Other,1
Other,267
Multi-lang,12
Other,0
Other,1
Other,0
Other,4
Other,59
Other,0
Other,1
Multi-lang,136
Other,39
Other,22
Multi-lang,177
Other,0
Multi-lang,99
Multi-lang,90
Other,98
Other,216
Other,3
Other,20
Other,33
Other,142
Other,111
Other,0
Multi-lang,19
Other,1
Other,0
Other,4
Other,39
Other,85
Other,109
Other,0
Other,8
Other,3
Multi-lang,260
Multi-lang,4
Other,74
Other,54
Other,2
Other,151
Other,351
Other,304
Other,98
Other,1
Other,1
Other,0
Other,1
Other,14
Other,5
Other,103
Other,133
Multi-lang,304
Other,25
Other,9
Other,0
Other,6
Other,3361
Multi-lang,525
Multi-lang,168
Multi-lang,270
Other,8
Other,125
Multi-lang,7
Multi-lang,41
Multi-lang,93
Multi-lang,31
Other,137
Multi-lang,74
Multi-lang,215
Multi-lang,2592
Multi-lang,385
Multi-lang,198
Other,304
Multi-lang,230
Other,7
Multi-lang,121
Other,6
Other,15
Other,29
Other,1
Other,57
Other,1
Other,13
Other,183
Other,30
Multi-lang,12
Other,1
Other,1
Multi-lang,112
Other,2
Other,47
Other,7
Other,1
Multi-lang,3
Other,1
Other,2
Multi-lang,1
Other,0
Other,0
Other,10
Other,0
Multi-lang,44
Other,0
Other,5
Other,5
Other,0
Multi-lang,110
Other,5
Other,1
Other,1
Other,15
Other,19
Other,54
Other,1
Other,2
Multi-lang,17
Other,15
Other,9
Other,3
Other,7
Other,31
Other,1
Other,20
Other,23
Other,21
Other,12
Other,29
Other,5
Other,46
Other,22
Other,18
Multi-lang,527
Other,1
Multi-lang,24
Other,249
Other,1
Other,209
Other,0
Other,14
Other,13
Other,0
Other,48
Multi-lang,20
Multi-lang,45
Other,190
Other,1
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,0
Other,49
Multi-lang,35
Other,26
Other,0
Other,42
Other,732
Multi-lang,837
Other,54
Other,35
Other,0
Other,29
Other,1
Other,271
Multi-lang,180
Multi-lang,1
Other,173
Multi-lang,48
Other,132
Other,99
Other,13
Multi-lang,22
Other,11
Multi-lang,8
Other,25
Other,51
Multi-lang,25
Multi-lang,521
Multi-lang,1372
Other,8
Multi-lang,387
Multi-lang,250
Other,456
Other,91
Other,106
Multi-lang,128
Other,189
Other,74
Other,84
Other,261
Other,20834
Other,1076
Other,19650
Multi-lang,334
Other,2
Other,5
Other,7
Other,2
Multi-lang,718
Multi-lang,145
Multi-lang,188
Other,53
Other,269
Other,86
Other,241
Other,33
Other,0
Other,16
Multi-lang,12
Multi-lang,38
Other,44
Other,4
Other,9
Multi-lang,59
Other,27
Other,118
Other,284
Other,241
Other,0
Other,0
Other,15
Multi-lang,52
Other,36
Other,1
Other,22
Other,16
Other,34
Other,263
Multi-lang,254
Other,809
Other,103
Other,64
Other,18
Multi-lang,132
Multi-lang,3214
Multi-lang,269
Other,41
Other,51
Other,4508
Multi-lang,3987
Multi-lang,284
Other,2
Other,3670
Multi-lang,3660
Other,53
Other,1
Other,1
Other,90
Other,1
Other,7
Other,1
Multi-lang,12
Other,1
Other,10
Other,1
Other,11
Other,7
Other,1
Other,3
Other,8
Other,1
Multi-lang,203
Multi-lang,130
Other,32
Multi-lang,115
Other,1
Other,11
Other,6
Other,0
Other,1
Other,0
Other,6
Other,0
Other,4
Other,1
Other,12
Other,3
Other,483
Other,13
Other,0
Other,3
Other,1
Other,2
Other,6
Other,3
Other,8
Other,33
Other,1
Other,2
Other,1
Other,6
Other,19
Other,12
Other,2
Other,2
Other,2
Other,9
Other,1
Other,9
Other,1
Other,60
Other,0
Other,68
Other,15
Multi-lang,39
Other,1
Other,6
Other,2
Other,1
Multi-lang,667
Multi-lang,277
Other,10
Other,116
Other,0
Multi-lang,80
Other,5
Other,3
Other,1
Other,2
Other,4
Other,0
Other,10
Other,21
Other,1
Other,6
Other,32
Other,1
Other,6
Other,1
Other,9
Other,1
Other,18
Other,7
Multi-lang,789
Other,1
Other,6
Other,8
Other,1
Other,1
Multi-lang,235
Other,1
Other,8
Other,22
Other,47
Other,1
Multi-lang,1
Other,36
Multi-lang,954
Multi-lang,19
Multi-lang,95
Multi-lang,2
Other,1
Other,8
Other,4
Other,473
Other,104
Multi-lang,170
Other,0
Other,80
Multi-lang,140
Other,1
Other,0
Other,1
Other,1
Other,8
Other,34
Multi-lang,2
Other,1
Other,1
Other,26
Other,0
Other,0
Other,0
Other,190
Multi-lang,41
Multi-lang,23
Other,3
Multi-lang,213
Other,92
Other,3
Multi-lang,125
Multi-lang,124
Other,261
Other,2766
Multi-lang,381
Other,14
Multi-lang,19
Other,2
Other,17
Other,1
Other,95
Other,3
Other,123
Multi-lang,66
Other,4
Other,10
Other,20
Other,10
Other,0
Other,1
Other,17
Other,3
Other,1
Other,1
Other,1031
Other,1
Other,10
Other,27
Other,9
Other,1
Multi-lang,103
Other,222
Other,98
Other,16
Other,3
Other,76
Other,49
Multi-lang,61
Other,445
Other,34
Other,1
Other,1
Other,0
Other,420
Other,4
Other,2
Other,1
Multi-lang,19
Other,1
Other,4873
Other,7
Other,0
Multi-lang,181
Other,1
Other,1
Multi-lang,94
Multi-lang,3
Multi-lang,37
Other,660
Other,6
Other,93
Other,59
Other,18
Other,107
Other,1
Multi-lang,30
Other,0
Other,2643
Other,1
Other,22
Other,329
Other,7
Other,32
Other,10
Other,3
Other,1
Other,45
Other,1323
Multi-lang,527
Multi-lang,3222
Other,1
Multi-lang,1408
Multi-lang,559
Other,272
Other,1
Other,1
Other,1
Other,4
Other,6
Other,52
Other,1
Other,2
Other,1221
Other,6591
Other,258
Other,89
Other,17
Multi-lang,8
Multi-lang,648
Other,1
Other,0
Multi-lang,14
Other,7
Other,20
Other,9
Other,18
Other,495
Other,2152
Multi-lang,195
Other,13
Other,3
Other,86
Other,48
Other,21
Other,7
Other,356
Other,482
Multi-lang,24
Multi-lang,86
Multi-lang,70
Multi-lang,15
Other,2
Other,106
Other,1557
Other,86
Other,3
Other,1521
Other,1
Other,1
Other,10
Other,10
Other,4
Other,15
Other,1
Other,3
Other,1
Other,0
Other,30
Other,15
Other,0
Other,2
Other,2
Other,1237
Other,4
Other,20
Other,1
Multi-lang,649
Other,153
Other,197
Other,1410
Other,0
Other,13
Other,25
Other,35
Other,480
Other,613
Other,4
Other,1283
Multi-lang,480
Other,1323
Other,8
Other,458
Other,586
Other,162
Other,4
Other,0
Other,1
Other,4
Other,15
Other,57
Other,1
Other,1
Other,635
Other,21
Other,129
Other,15
Other,6
Other,95
Other,0
Other,80
Other,0
Other,107
Other,3423
Other,2590
Other,393
Other,23
Other,300
Other,420
Other,86
Other,2
Other,25
Other,442
Other,494
Other,4
Other,3
Multi-lang,317
Other,43
Other,0
Other,324
Other,3
Other,461
Other,342
Multi-lang,1775
Other,7
Multi-lang,7435
Other,126
Other,87
Other,6616
Other,7701
Other,6594
Other,314
Other,7254
Other,1
Other,116
Other,5
Multi-lang,9
Multi-lang,62
Multi-lang,81
Other,6519
Other,6695
Other,37
Other,6456
Other,0
Other,1
Other,11
Other,1
Other,7
Multi-lang,6312
Other,976
Multi-lang,112
Other,4
Other,18
Multi-lang,898
Other,8
Other,1
Other,29
Other,25
Other,11
Other,17
Other,17
Other,1
Other,7
Other,6
Other,4
Other,1
Other,1
Other,6
Other,1
Other,2
Other,107
Other,250
Multi-lang,71
Other,336
Multi-lang,3
Other,0
Other,169
Other,310
Other,6
Other,1024
Multi-lang,371
Other,210
Other,1
Other,0
Other,403
Other,35
Multi-lang,3
Other,113
Other,25
Multi-lang,25
Other,1
Other,7
Other,2
Other,10
Other,1
Other,6
Other,2
Other,2725
Other,1976
Other,1226
Other,229
Multi-lang,315
Multi-lang,259
Other,566
Other,708
Other,1
Other,1
Other,39
Other,142
Other,0
Other,371
Other,401
Other,0
Other,1
Other,5
Other,118
Multi-lang,217
Other,1
Other,9
Other,10
Other,6
Other,9
Other,3
Other,5
Other,1
Other,1
Other,2
Multi-lang,71
Other,3
Other,7
Other,0
Other,83
Multi-lang,23
Other,1
Other,6
Other,2
Other,0
Other,82
Other,6213
Other,1
Other,5686
Other,1668
Other,4
Other,6179
Other,0
Other,2
Multi-lang,2401
Other,1465
Other,2572
Other,54
Other,1238
Other,2493
Other,18
Other,21
Other,30
Multi-lang,95
Other,12
Multi-lang,2176
Other,163
Other,453
Multi-lang,381
Other,1480
Other,1471
Other,1
Other,11
Other,1
Multi-lang,1
Other,56
Other,28
Other,3
Other,1077
Other,17
Other,403
Other,1090
Other,29
Other,32
Other,687
Other,7
Other,12
Other,9
Other,1213
Other,56
Other,172
Other,128
Other,910
Other,553
Other,22
Multi-lang,997
Multi-lang,60
Other,85
Multi-lang,1298
Other,876
Other,47
Multi-lang,88
Other,5
Other,2
Other,1
Other,14
Other,25
Multi-lang,71
Other,40
Other,2
Other,117
Multi-lang,36
Other,16
Other,2
Other,712
Other,46
Other,7
Other,670
Multi-lang,58
Other,5
Other,12
Other,37
Other,4
Multi-lang,6208
Other,270
Other,0
Other,8
Other,344
Other,4
Other,20
Multi-lang,689
Multi-lang,75
Other,134
Multi-lang,143
Multi-lang,681
Other,653
Other,600
Other,1
Other,629
Other,1
Other,14
Other,1
Other,11
Other,5
Other,36
Other,9
Other,0
Multi-lang,222
Other,1
Other,6
Other,16
Other,0
Other,5621
Other,53
Other,4
Multi-lang,10
Multi-lang,43
Other,464
Other,269
Other,1738
Other,8396
Other,5
Multi-lang,65
Other,12
Multi-lang,5711
Other,16
Multi-lang,42
Other,5546
Other,3
Other,3
Other,191
Multi-lang,5540
Multi-lang,67
Other,110
Multi-lang,111
Other,42
Other,135
Other,5218
Other,275
Other,5219
Other,7
Other,4
Other,275
Other,86
Multi-lang,5260
Multi-lang,125
Other,12
Other,5153
Other,5217
Multi-lang,239
Other,5298
Other,91
Other,5084
Multi-lang,3
Other,21
Multi-lang,460
Other,1
Other,37
Other,200
Other,3
Other,214
Other,5
Multi-lang,120
Other,3
Other,20
Other,67
